movie.id,actor_1,PCA1,actor_2,PCA2
308,1532,-5.026731468,1146,-3.80804779
309,4455,-4.109177567,4456,0.548016393
310,206,-6.483666667,4491,-7.102272857
311,380,-17.00955885,4512,-6.167795476
312,4529,-2.318870852,4530,0.267653753
313,4566,-3.602038008,10205,-7.471152925
314,4587,-4.75784343,4589,-2.071326796
315,4592,0.674801283,4593,0.267653753
316,4618,-0.006683164,4619,-0.133468053
317,4635,-0.53458986,4636,-0.387037833
318,2461,-9.123200148,63,-5.35952614
319,2224,-10.06370325,4687,-5.719113672
320,1158,-10.10523753,2157,-10.92824828
321,7002,-1.06852228,7003,0.748577296
322,2228,-9.48278768,504,-5.439327876
326,2231,-13.32568658,25654,-2.351112591
327,3317,-2.419439726,4987,-1.543420099
329,4783,-8.65977693,4784,-3.501469134
330,4785,-5.967234573,1231,-9.435227683
331,4783,-8.65977693,3905,-4.710860277
332,4756,-6.58968442,4757,-3.908616664
333,86213,-0.086484901,52969,-0.334028957
334,1231,-9.435227683,3905,-4.710860277
335,4958,-12.83002162,4959,-8.211095126
336,5563,-5.98800171,522,-7.477178648
337,5004,-4.984620349,6547,0.748577296
338,3872,-6.020243449,4792,0.267653753
339,1920,-6.595133298,4800,-3.628254024
340,109,-6.917030213,4846,-0.413830694
342,5201,-0.8149525,5202,-1.342859196
343,4970,-0.587598736,4971,-0.741176487
344,4920,-0.287045804,1861,-0.21326979
345,500,-7.813816976,2227,-10.71236912
346,7450,-6.008768847,7453,-2.578466355
347,5033,0.875362186,5034,0.748577296
348,4139,-4.43652336,10205,-7.471152925
349,5077,-2.318870852,5079,-1.195307169
350,5064,-11.00747317,1813,-4.103151844
363,5117,0.548016393,5118,-0.260252943
364,2232,-6.409890653,518,-8.385440013
377,11163,-3.908616664,13652,0.267653753
378,2963,-14.21099874,18686,-3.300908231
379,1241,-6.515908406,5168,-8.512224903
380,4483,-9.60957257,500,-7.813816976
381,2638,-13.54701462,4070,-2.224327701
383,5218,-0.086484901,5223,-0.21326979
387,920,-2.071326796,5228,-0.21326979
388,5292,-9.017182395,2296,-8.447741425
389,4958,-12.83002162,1936,-3.560503734
390,5266,-0.38101211,5274,-0.307236096
391,190,-10.52712647,16309,0.267653753
392,1137,-8.547733454,658,-3.106373051
393,139,-6.014217726,141,-7.223608868
395,5411,-1.189281446,5412,-3.834840651
396,3635,-4.852386581,5341,-8.099628495
397,5344,-5.486311029,8945,-7.276617745
398,1233,-6.147028339,5348,0.748577296
400,1271,-7.023047965,1062,-7.329626621
401,5367,-1.543420099,524,-5.739880809
402,3392,-7.993610742,4430,-6.848703078
403,192,-11.97476913,5698,-0.587598736
404,5605,-0.287045804,5606,-4.684067416
405,5401,-12.3551238,5402,-0.861935653
406,1925,-5.586879903,5418,-0.741176487
407,5496,-0.086484901,5497,-0.21326979
408,5460,0.394438643,288940,0.06709285
409,5469,-5.51310389,1137,-8.547733454
410,5510,0.394438643,5511,-0.914944529
411,5528,-1.269083183,5529,-0.05969204
414,5576,-9.556563694,2176,-10.39104905
415,1461,-6.663460433,5577,-2.525457478
421,1532,-5.026731468,5657,-3.881823803
422,5676,-13.2726777,4959,-8.211095126
423,3490,-6.262338626,3491,-2.779027258
424,3896,-10.28503129,2282,-9.314468516
425,15757,-2.271887699,5723,-5.439327876
426,854,-12.76553815,5729,-3.6812629
427,5763,-1.41663521,5764,-0.21326979
428,678,-0.808926777,5755,0.748577296
429,3265,-1.997550782,190,-10.52712647
430,5788,-9.692641119,5793,-0.714383626
431,5888,-0.460813846,5889,0.267653753
433,5823,-4.63105854,61303,-2.472448602
434,5847,0.47424038,1864,0.267653753
436,5887,-0.66137475,5902,0.748577296
437,5937,-0.133468053,5938,-0.540615583
438,5918,-0.086484901,5919,0.267653753
439,5676,-13.2726777,5961,-2.826010411
440,56389,-0.287045804,25869,0.267653753
441,4687,-5.719113672,504,-5.439327876
442,5977,0.875362186,5978,0.748577296
445,6012,-7.444936909,1137,-8.547733454
451,2963,-14.21099874,1951,-2.699225521
452,6120,-0.133468053,6121,-0.8149525
453,934,-7.698506688,228,-8.406207151
454,6193,-4.879179441,6194,-3.501469134
455,231610,0.394438643,116,-4.430497637
457,6250,-4.958404333,6251,-1.596428976
458,6250,-4.958404333,6251,-1.596428976
459,6250,-4.958404333,6251,-1.596428976
460,6093,-0.94173739,6263,-0.260252943
462,1204,-6.689676449,3926,-4.297687024
464,6283,-3.000355298,6285,0.748577296
465,6293,0.875362186,6302,0.748577296
466,6352,-7.291359158,55636,-12.22833891
467,2155,-2.392646865,6365,-0.8149525
468,741,-1.870765892,6384,-9.323761051
469,6394,-0.413830694,6395,0.267653753
470,2228,-9.48278768,3489,-6.415339532
471,1844,-5.407086137,6416,-0.260252943
473,6432,-0.287045804,1173,-0.21326979
475,6449,-4.604842524,6450,-6.701151051
476,2876,-6.790245323,6473,-2.224327701
479,2231,-13.32568658,2954,-1.596428976
480,6497,-6.896263075,6498,0.267653753
481,6523,-0.708357903,6534,-0.540615583
482,6487,-1.543420099,6561,-0.94173739
483,2963,-14.21099874,4784,-3.501469134
488,4110,-8.816621492,6598,-8.072835634
489,2157,-10.92824828,1892,-9.155441887
490,2201,-6.769478186,6649,-1.395868073
492,3036,-11.16105092,6941,-5.486311029
493,6487,-1.543420099,6561,-0.94173739
494,6487,-1.543420099,6637,-0.867961376
496,6730,-1.543420099,6734,-0.21326979
497,31,-10.92824828,61981,-1.342859196
499,7565,0.875362186,7566,0.748577296
500,1037,-11.82721711,3129,-6.368356379
501,6819,0.875362186,6820,0.748577296
502,4958,-12.83002162,6837,-8.954880984
503,6856,-10.1582464,3037,-7.244376006
504,6885,-6.320796381,6886,-4.905395457
505,2295,-7.043815102,6913,-4.008608693
506,6929,-0.988720543,738,-9.671873982
507,7036,-2.873570409,1146,-3.80804779
508,116,-4.430497637,7059,-0.788159639
509,1204,-6.689676449,3291,-5.840449683
510,514,-8.574526315,7071,-1.115505432
511,7107,-1.743981003,7108,-0.106675193
512,1245,-5.993450588,6968,-5.787440807
513,53372,-0.260252943,85672,-2.118309949
521,7124,-9.429778804,4070,-2.224327701
522,85,-9.344528188,2641,-4.943662919
523,7152,-0.133468053,3934,-1.06852228
524,380,-17.00955885,4430,-6.848703078
525,707,-7.730748427,7171,-1.015513403
526,4756,-6.58968442,585,-9.48278768
527,7241,0.06709285,7242,-2.050559659
530,7317,-1.089289417,,NA
531,7317,-1.089289417,,NA
532,7317,-1.089289417,77287,0.06709285
533,7317,-1.089289417,1283,-7.524161801
534,3894,-6.843254199,65731,-3.855607788
535,3130,-2.298103715,8699,-1.195307169
537,7275,-1.142298293,7276,-0.387037833
539,7301,-5.492336753,7303,-3.20636508
540,22121,0.19387774,22122,-1.115505432
541,4347,-6.93779735,5729,-3.6812629
542,258,-4.678618538,7351,-0.260252943
543,7380,0.875362186,7381,0.267653753
544,6941,-5.486311029,7399,-7.793049839
546,7427,0.19387774,7431,-3.327701091
547,4135,-8.194171645,5470,-7.482627527
548,7450,-6.008768847,7451,-1.843973032
549,2954,-1.596428976,7487,-2.673009505
550,819,-3.781831774,287,-8.627535191
551,193,-12.19609717,7502,-8.91334671
552,7540,0.19387774,2310,-2.852803271
553,2227,-10.71236912,7569,-2.171318825
554,7589,0.548016393,7590,-0.413830694
557,2219,-2.947346422,5293,-9.989927239
558,2219,-2.947346422,205,-4.831619443
559,2219,-2.947346422,205,-4.831619443
560,7639,-5.571561645,7640,-4.510299374
561,6384,-9.323761051,3293,-5.739880809
562,62,-12.91309017,4566,-3.602038008
563,27763,-4.351272745,2133,-2.097542812
564,18269,-7.371160895,3293,-5.739880809
565,3489,-6.415339532,26291,-1.269083183
567,854,-12.76553815,4070,-2.224327701
568,31,-10.92824828,2053,-5.439327876
570,7705,0.875362186,7706,0.06709285
571,6929,-0.988720543,8229,-3.380709968
572,7742,-2.198111685,7743,-0.05969204
573,8223,-0.888728513,8224,-0.540615583
574,854,-12.76553815,8237,-6.309321779
575,677,-4.56330825,7803,-0.21326979
576,8252,-8.922639245,7502,-8.91334671
577,2227,-10.71236912,2876,-6.790245323
578,6355,-4.076935828,8606,-3.454485981
579,6355,-4.076935828,8607,0.06709285
580,8607,0.06709285,16213,-0.741176487
581,1269,-8.394732549,1581,-0.260252943
582,678,-0.808926777,8196,-1.142298293
583,10722,-1.743981003,8930,-3.696004314
584,8167,-4.584075387,8169,-1.596428976
586,4483,-9.60957257,380,-17.00955885
587,3061,-9.883909487,3926,-4.297687024
588,8329,-4.02937583,48,-7.391928032
590,2227,-10.71236912,1231,-9.435227683
591,31,-10.92824828,2405,-4.50427365
592,193,-12.19609717,3096,-1.06852228
593,1190206,-0.68816761,1190211,0.748577296
594,31,-10.92824828,1922,-3.227132217
595,8487,-10.01998691,2112,-0.413830694
596,4958,-12.83002162,8515,0.267653753
597,204,-5.813656822,6193,-4.879179441
598,8595,-0.086484901,8596,-0.21326979
599,8252,-8.922639245,8629,-2.118309949
600,8654,-6.917030213,2059,-3.708055761
601,9976,-1.964732198,69597,-7.999059621
602,2888,-5.005964331,8984,-5.893458559
603,6384,-9.323761051,2975,-6.621926159
604,6384,-9.323761051,530,-3.80804779
605,6384,-9.323761051,2975,-6.621926159
606,5064,-11.00747317,4135,-8.194171645
607,2176,-10.39104905,2888,-5.005964331
608,2176,-10.39104905,2888,-5.005964331
609,8977,-2.398672589,10080,-1.369075212
612,8783,-2.746785519,8784,-5.333310124
613,2310,-2.852803271,5644,-1.115505432
614,8741,-0.888728513,6657,-1.717188142
615,8767,-2.873570409,8768,-0.133468053
616,500,-7.813816976,3899,-1.469644086
617,2876,-6.790245323,4724,-7.064582239
618,8828,-2.466422879,8829,-0.260252943
619,8851,-0.861935653,1269,-8.394732549
620,1532,-5.026731468,707,-7.730748427
621,8891,-10.52712647,8892,-0.861935653
622,85,-9.344528188,8924,-4.489532237
623,8930,-3.696004314,8944,-5.539319906
624,8949,-4.985197194,2778,-7.571721799
625,8975,-3.634279747,8976,-0.21326979
626,793,-0.287045804,8988,0.748577296
627,3061,-9.883909487,1125,-1.269083183
628,287,-8.627535191,500,-7.813816976
629,9045,-5.365551863,5168,-8.512224903
630,9066,-4.250703871,9067,-2.050559659
631,9087,-1.089289417,9088,-1.336833473
632,8252,-8.922639245,9108,-0.540615583
633,585,-9.48278768,1924,-0.761366779
634,9137,-5.011413209,5472,-9.00788986
635,2295,-7.043815102,380,-17.00955885
636,3087,-10.31727303,9221,-6.875495938
637,9235,-0.914944529,4818,-3.074131312
638,8984,-5.893458559,4687,-5.719113672
639,5344,-5.486311029,7904,-5.238766973
640,6193,-4.879179441,31,-10.92824828
641,9560,-5.465543892,7499,-2.071326796
642,3636,-10.94901541,4135,-8.194171645
643,9609,-0.413830694,9610,0.748577296
644,9640,-1.743981003,1518,-1.770197019
646,738,-9.671873982,9871,-3.828814927
647,9705,-1.269083183,9706,-0.413830694
648,9741,-2.620000629,9742,0.748577296
649,50,-10.73313625,3784,-6.094019462
650,2975,-6.621926159,9777,-7.899067592
651,55636,-12.22833891,827,-4.731627414
652,287,-8.627535191,114,-3.581270871
653,9839,0.875362186,9840,-0.21326979
654,3084,-7.993610742,9857,-4.489532237
655,5048,-1.997550782,2630,-5.412535016
657,738,-9.671873982,9896,0.09388571
658,738,-9.671873982,9907,-0.260252943
659,10254,-2.979588161,10255,-0.914944529
660,738,-9.671873982,9919,-1.242290322
661,3734,-3.300908231,9927,-0.413830694
662,9960,0.674801283,9961,0.748577296
663,2144,-1.490411223,50020,-0.540615583
664,9994,-4.937637196,2053,-5.439327876
665,10017,-9.471313078,10018,-3.053364175
666,10055,-0.53458986,10057,-0.133468053
667,738,-9.671873982,10068,-0.05969204
668,10167,-0.888728513,10168,-1.770197019
669,10094,0.875362186,10095,0.748577296
670,64880,-3.253925078,10112,-2.324896575
671,10980,-3.749590035,10989,-3.560503734
672,10980,-3.749590035,10989,-3.560503734
673,10980,-3.749590035,10989,-3.560503734
674,10980,-3.749590035,10989,-3.560503734
675,10980,-3.749590035,10989,-3.560503734
676,880,-6.483666667,2299,-4.256729594
677,10274,0.875362186,10275,0.548016393
678,10158,-12.19609717,10159,-1.369075212
679,10205,-7.471152925,2712,-4.837645167
680,8891,-10.52712647,2231,-13.32568658
681,738,-9.671873982,10190,-1.041729419
682,10222,-4.604842524,113,-14.529052
685,10275,0.548016393,10299,0.748577296
686,1038,-6.542124422,10297,-7.497945785
687,4038,-10.87139574,2228,-9.48278768
688,5064,-11.00747317,190,-10.52712647
689,10330,0.548016393,10331,0.748577296
690,10355,-0.413830694,10356,0.06709285
691,10222,-4.604842524,10458,-0.66137475
692,10369,-1.743981003,10370,0.09388571
693,7399,-7.793049839,10399,-1.115505432
694,514,-8.574526315,10409,-1.489834378
695,1231,-9.435227683,1533,-4.737076293
696,1243,-8.362490809,3092,-9.741806338
697,9605,0.875362186,10453,0.748577296
698,10222,-4.604842524,10475,0.267653753
699,10222,-4.604842524,10500,-3.227132217
700,10222,-4.604842524,10342,-0.05969204
701,8635,-9.492080215,10525,-1.522652962
702,10538,-2.065301072,3084,-7.993610742
703,1243,-8.362490809,3092,-9.741806338
704,10592,-2.398672589,10215,-2.451681465
705,3380,-13.34042799,10606,-3.80804779
706,3734,-3.300908231,10619,0.421231503
707,10222,-4.604842524,4690,-10.06370325
708,10669,-3.454485981,10670,0.06709285
709,10669,-3.454485981,10679,0.06709285
710,517,-9.429778804,48,-7.391928032
711,738,-9.671873982,10689,-1.06852228
712,3291,-5.840449683,1533,-4.737076293
713,18686,-3.300908231,1037,-11.82721711
714,517,-9.429778804,378,-4.616317126
742,6003,0.875362186,6283,-3.000355298
744,500,-7.813816976,11084,-3.607486887
745,62,-12.91309017,3051,-6.120235478
746,11389,-1.395868073,11390,-6.241571489
747,11108,-3.200916202,11109,-1.269083183
750,11127,-1.062496556,11128,-1.616619268
751,11127,-1.062496556,11136,-0.540615583
752,524,-5.739880809,1331,-3.053364175
753,4800,-3.628254024,3142,-0.413830694
754,8891,-10.52712647,2963,-14.21099874
755,1461,-6.663460433,138,-0.94173739
756,565402,-0.086484901,2106,-5.386319
757,11127,-1.062496556,41236,-1.142298293
758,11127,-1.062496556,11136,-0.540615583
759,11165,-2.572440631,3149,-2.572440631
760,11187,-7.117591116,11188,0.421231503
761,11187,-7.117591116,11214,-2.218878823
762,10722,-1.743981003,8930,-3.696004314
763,11332,0.875362186,11333,0.267653753
764,11357,-3.749590035,11462,-0.05969204
765,11357,-3.749590035,11749,0.748577296
766,11357,-3.749590035,6368,-1.115505432
767,10980,-3.749590035,10989,-3.560503734
768,85,-9.344528188,69122,-4.63105854
769,380,-17.00955885,11477,-8.131870234
770,10538,-2.065301072,11492,-9.9576855
771,11510,-1.944541906,4517,-3.253925078
772,11510,-1.944541906,4517,-3.253925078
773,17141,-5.16499096,3051,-6.120235478
774,,NA,,NA
775,11523,-6.651408986,11644,0.748577296
776,11534,0.394438643,11535,0.267653753
777,11544,-6.070493414,11545,-0.260252943
778,5763,-1.41663521,11566,0.748577296
779,11583,-0.086484901,11587,0.06709285
780,11589,0.875362186,11590,-0.21326979
781,8796,-0.614391597,11608,0.267653753
782,569,-8.426974288,9642,-7.530187524
783,2282,-9.314468516,11850,-4.388963363
784,11682,-0.086484901,11683,-0.94173739
786,11661,-4.15616072,8289,-4.035401554
787,11701,-6.615900435,287,-8.627535191
788,2157,-10.92824828,35,-6.067226602
789,11731,0.548016393,11732,-1.06852228
790,11782,-1.717188142,8944,-5.539319906
791,11824,-0.086484901,11825,-1.242290322
792,13022,-8.701311204,6952,-6.917030213
793,6588,-3.026571314,6677,-2.198111685
794,8487,-10.01998691,855,-4.06161757
795,2963,-14.21099874,5344,-5.486311029
796,11863,-2.118309949,11864,-4.890654043
797,6657,-1.717188142,11916,-5.666104795
798,11927,0.394438643,11928,0.748577296
799,11949,0.875362186,11950,-0.540615583
800,11972,-0.086484901,11973,0.748577296
801,2157,-10.92824828,2178,-7.096823979
802,2091,-12.70323673,12445,-1.442851225
803,11989,-1.870765892,11990,-0.21326979
804,8487,-10.01998691,1932,-3.495443411
805,12021,-5.839872838,11147,-3.708055761
806,23626,-4.43652336,12041,-3.955599817
807,287,-8.627535191,192,-11.97476913
808,12073,-2.693776643,776,-8.648302328
809,12073,-2.693776643,776,-8.648302328
810,12073,-2.693776643,776,-8.648302328
811,6905,-4.810852306,12121,-0.540615583
812,15827,-0.487606707,2157,-10.92824828
813,14416,-1.997550782,14415,-1.242290322
814,14463,-1.142298293,14464,-1.442851225
815,7090,-2.398672589,65,-3.507494858
816,12073,-2.693776643,13918,-2.752234398
817,12073,-2.693776643,69122,-4.63105854
818,12073,-2.693776643,14386,-0.988720543
819,380,-17.00955885,287,-8.627535191
820,1269,-8.394732549,2176,-10.39104905
821,12147,-10.1467718,13784,-12.1316137
822,12170,-0.287045804,12171,0.748577296
823,12190,0.875362186,12191,0.748577296
824,2227,-10.71236912,3061,-9.883909487
825,12214,-1.991525059,9560,-5.465543892
826,8252,-8.922639245,12248,-6.568917282
827,12266,-3.174123341,2569,0.748577296
828,12282,-0.507796999,1934,-2.424888605
829,514,-8.574526315,6450,-6.701151051
830,12308,-5.365551863,12309,-1.041729419
831,12351,-0.8149525,85740,-1.569636115
